away_team,home_team,kickoff,hour_offset,tweet_count
OAK,IND,2013-09-08 13:00:00,14,0
OAK,IND,2013-09-08 13:00:00,15,0
OAK,IND,2013-09-08 13:00:00,16,0
OAK,IND,2013-09-08 13:00:00,17,0
OAK,IND,2013-09-08 13:00:00,18,0
OAK,IND,2013-09-08 13:00:00,19,0
OAK,IND,2013-09-08 13:00:00,20,0
OAK,IND,2013-09-08 13:00:00,21,0
OAK,IND,2013-09-08 13:00:00,22,0
OAK,IND,2013-09-08 13:00:00,23,0
OAK,IND,2013-09-08 13:00:00,24,1
OAK,IND,2013-09-08 13:00:00,25,0
OAK,IND,2013-09-08 13:00:00,26,0
OAK,IND,2013-09-08 13:00:00,27,0
OAK,IND,2013-09-08 13:00:00,28,0
OAK,IND,2013-09-08 13:00:00,29,6
OAK,IND,2013-09-08 13:00:00,30,1
OAK,IND,2013-09-08 13:00:00,31,0
OAK,IND,2013-09-08 13:00:00,32,1
OAK,IND,2013-09-08 13:00:00,33,0
OAK,IND,2013-09-08 13:00:00,34,0
OAK,IND,2013-09-08 13:00:00,35,0
OAK,IND,2013-09-08 13:00:00,36,0
OAK,IND,2013-09-08 13:00:00,37,0
OAK,IND,2013-09-08 13:00:00,38,0
OAK,IND,2013-09-08 13:00:00,39,0
OAK,IND,2013-09-08 13:00:00,40,0
OAK,IND,2013-09-08 13:00:00,41,0
OAK,IND,2013-09-08 13:00:00,42,0
OAK,IND,2013-09-08 13:00:00,43,0
OAK,IND,2013-09-08 13:00:00,44,0
OAK,IND,2013-09-08 13:00:00,45,0
OAK,IND,2013-09-08 13:00:00,46,0
OAK,IND,2013-09-08 13:00:00,47,0
OAK,IND,2013-09-08 13:00:00,48,0
KC,JAX,2013-09-08 13:00:00,-5,0
KC,JAX,2013-09-08 13:00:00,-4,0
KC,JAX,2013-09-08 13:00:00,-3,0
KC,JAX,2013-09-08 13:00:00,-2,4
KC,JAX,2013-09-08 13:00:00,-1,5
KC,JAX,2013-09-08 13:00:00,0,6
KC,JAX,2013-09-08 13:00:00,1,3
KC,JAX,2013-09-08 13:00:00,2,0
KC,JAX,2013-09-08 13:00:00,3,8
KC,JAX,2013-09-08 13:00:00,4,62
KC,JAX,2013-09-08 13:00:00,5,0
KC,JAX,2013-09-08 13:00:00,6,0
KC,JAX,2013-09-08 13:00:00,7,109
KC,JAX,2013-09-08 13:00:00,8,0
KC,JAX,2013-09-08 13:00:00,9,0
KC,JAX,2013-09-08 13:00:00,10,0
KC,JAX,2013-09-08 13:00:00,11,0
KC,JAX,2013-09-08 13:00:00,12,0
KC,JAX,2013-09-08 13:00:00,13,0
KC,JAX,2013-09-08 13:00:00,14,0
KC,JAX,2013-09-08 13:00:00,15,0
KC,JAX,2013-09-08 13:00:00,16,0
KC,JAX,2013-09-08 13:00:00,17,0
KC,JAX,2013-09-08 13:00:00,18,0
KC,JAX,2013-09-08 13:00:00,19,0
KC,JAX,2013-09-08 13:00:00,20,0
KC,JAX,2013-09-08 13:00:00,21,0
KC,JAX,2013-09-08 13:00:00,22,0
KC,JAX,2013-09-08 13:00:00,23,0
KC,JAX,2013-09-08 13:00:00,24,0
KC,JAX,2013-09-08 13:00:00,25,0
KC,JAX,2013-09-08 13:00:00,26,0
KC,JAX,2013-09-08 13:00:00,27,0
KC,JAX,2013-09-08 13:00:00,28,0
KC,JAX,2013-09-08 13:00:00,29,0
KC,JAX,2013-09-08 13:00:00,30,0
KC,JAX,2013-09-08 13:00:00,31,1
KC,JAX,2013-09-08 13:00:00,32,0
KC,JAX,2013-09-08 13:00:00,33,0
KC,JAX,2013-09-08 13:00:00,34,0
KC,JAX,2013-09-08 13:00:00,35,0
KC,JAX,2013-09-08 13:00:00,36,0
KC,JAX,2013-09-08 13:00:00,37,0
KC,JAX,2013-09-08 13:00:00,38,0
KC,JAX,2013-09-08 13:00:00,39,0
KC,JAX,2013-09-08 13:00:00,40,0
KC,JAX,2013-09-08 13:00:00,41,0
KC,JAX,2013-09-08 13:00:00,42,0
KC,JAX,2013-09-08 13:00:00,43,0
KC,JAX,2013-09-08 13:00:00,44,0
KC,JAX,2013-09-08 13:00:00,45,0
KC,JAX,2013-09-08 13:00:00,46,0
KC,JAX,2013-09-08 13:00:00,47,0
KC,JAX,2013-09-08 13:00:00,48,0
ATL,NO,2013-09-08 13:00:00,-5,0
ATL,NO,2013-09-08 13:00:00,-4,0
ATL,NO,2013-09-08 13:00:00,-3,0
ATL,NO,2013-09-08 13:00:00,-2,1
ATL,NO,2013-09-08 13:00:00,-1,6
ATL,NO,2013-09-08 13:00:00,0,29
ATL,NO,2013-09-08 13:00:00,1,17
ATL,NO,2013-09-08 13:00:00,2,37
ATL,NO,2013-09-08 13:00:00,3,294
ATL,NO,2013-09-08 13:00:00,4,137
ATL,NO,2013-09-08 13:00:00,5,0
ATL,NO,2013-09-08 13:00:00,6,113
ATL,NO,2013-09-08 13:00:00,7,519
ATL,NO,2013-09-08 13:00:00,8,0
ATL,NO,2013-09-08 13:00:00,9,0
ATL,NO,2013-09-08 13:00:00,10,0
ATL,NO,2013-09-08 13:00:00,11,0
ATL,NO,2013-09-08 13:00:00,12,0
ATL,NO,2013-09-08 13:00:00,13,0
ATL,NO,2013-09-08 13:00:00,14,0
ATL,NO,2013-09-08 13:00:00,15,9
ATL,NO,2013-09-08 13:00:00,16,0
ATL,NO,2013-09-08 13:00:00,17,0
ATL,NO,2013-09-08 13:00:00,18,0
ATL,NO,2013-09-08 13:00:00,19,0
ATL,NO,2013-09-08 13:00:00,20,0
ATL,NO,2013-09-08 13:00:00,21,0
ATL,NO,2013-09-08 13:00:00,22,0
ATL,NO,2013-09-08 13:00:00,23,0
ATL,NO,2013-09-08 13:00:00,24,2
ATL,NO,2013-09-08 13:00:00,25,0
ATL,NO,2013-09-08 13:00:00,26,0
ATL,NO,2013-09-08 13:00:00,27,0
ATL,NO,2013-09-08 13:00:00,28,1
ATL,NO,2013-09-08 13:00:00,29,0
ATL,NO,2013-09-08 13:00:00,30,1
ATL,NO,2013-09-08 13:00:00,31,0
ATL,NO,2013-09-08 13:00:00,32,0
ATL,NO,2013-09-08 13:00:00,33,0
ATL,NO,2013-09-08 13:00:00,34,0
ATL,NO,2013-09-08 13:00:00,35,0
ATL,NO,2013-09-08 13:00:00,36,0
ATL,NO,2013-09-08 13:00:00,37,0
ATL,NO,2013-09-08 13:00:00,38,3
ATL,NO,2013-09-08 13:00:00,39,0
ATL,NO,2013-09-08 13:00:00,40,0
ATL,NO,2013-09-08 13:00:00,41,0
ATL,NO,2013-09-08 13:00:00,42,0
ATL,NO,2013-09-08 13:00:00,43,0
ATL,NO,2013-09-08 13:00:00,44,0
ATL,NO,2013-09-08 13:00:00,45,0
ATL,NO,2013-09-08 13:00:00,46,0
ATL,NO,2013-09-08 13:00:00,47,0
ATL,NO,2013-09-08 13:00:00,48,0
TB,NYJ,2013-09-08 13:00:00,-5,0
TB,NYJ,2013-09-08 13:00:00,-4,0
TB,NYJ,2013-09-08 13:00:00,-3,0
TB,NYJ,2013-09-08 13:00:00,-2,1
TB,NYJ,2013-09-08 13:00:00,-1,1
TB,NYJ,2013-09-08 13:00:00,0,0
TB,NYJ,2013-09-08 13:00:00,1,0
TB,NYJ,2013-09-08 13:00:00,2,0
TB,NYJ,2013-09-08 13:00:00,3,13
TB,NYJ,2013-09-08 13:00:00,4,44
TB,NYJ,2013-09-08 13:00:00,5,0
TB,NYJ,2013-09-08 13:00:00,6,1
TB,NYJ,2013-09-08 13:00:00,7,101
TB,NYJ,2013-09-08 13:00:00,8,0
TB,NYJ,2013-09-08 13:00:00,9,0
TB,NYJ,2013-09-08 13:00:00,10,0
TB,NYJ,2013-09-08 13:00:00,11,0
TB,NYJ,2013-09-08 13:00:00,12,0
TB,NYJ,2013-09-08 13:00:00,13,0
TB,NYJ,2013-09-08 13:00:00,14,0
TB,NYJ,2013-09-08 13:00:00,15,0
TB,NYJ,2013-09-08 13:00:00,16,0
TB,NYJ,2013-09-08 13:00:00,17,0
TB,NYJ,2013-09-08 13:00:00,18,0
TB,NYJ,2013-09-08 13:00:00,19,0
TB,NYJ,2013-09-08 13:00:00,20,0
TB,NYJ,2013-09-08 13:00:00,21,0
