date,matchup,home_team,away_team,total_score,score_differential,attention
2017-10-29,CAR_vs_TB,TB,CAR,20.0,14.0,369
2017-10-29,HOU_vs_SEA,SEA,HOU,79.0,3.0,2226
2017-10-29,DAL_vs_WAS,WAS,DAL,52.0,14.0,3419
2017-10-29,PIT_vs_DET,DET,PIT,35.0,5.0,1780
2017-10-29,MIN_vs_CLE,CLE,MIN,49.0,17.0,712
2017-10-30,DEN_vs_KC,KC,DEN,48.0,10.0,2236
2017-11-02,BUF_vs_NYJ,NYJ,BUF,55.0,13.0,2245
2017-11-05,ATL_vs_CAR,CAR,ATL,37.0,3.0,1235
2017-11-05,IND_vs_HOU,HOU,IND,34.0,6.0,383
2017-11-05,CIN_vs_JAX,JAX,CIN,30.0,16.0,1540
2017-11-05,TB_vs_NO,NO,TB,40.0,20.0,1899
2017-11-05,LA_vs_NYG,NYG,LA,68.0,34.0,224
2017-11-05,DEN_vs_PHI,PHI,DEN,74.0,28.0,2146
2017-11-05,BAL_vs_TEN,TEN,BAL,43.0,3.0,335
2017-11-05,WAS_vs_SEA,SEA,WAS,31.0,3.0,2866
2017-11-05,ARI_vs_SF,SF,ARI,30.0,10.0,47
2017-11-05,KC_vs_DAL,DAL,KC,45.0,11.0,5722
2017-11-05,OAK_vs_MIA,MIA,OAK,51.0,3.0,3295
2017-11-06,DET_vs_GB,GB,DET,47.0,13.0,2314
2017-11-09,SEA_vs_ARI,ARI,SEA,38.0,6.0,261
2017-11-12,NO_vs_BUF,BUF,NO,57.0,37.0,2189
2017-11-12,GB_vs_CHI,CHI,GB,39.0,7.0,3175
2017-11-12,CLE_vs_DET,DET,CLE,62.0,14.0,870
2017-11-12,PIT_vs_IND,IND,PIT,37.0,3.0,821
2017-11-12,LAC_vs_JAX,JAX,LAC,37.0,3.0,1046
2017-11-12,NYJ_vs_TB,TB,NYJ,25.0,5.0,559
2017-11-12,CIN_vs_TEN,TEN,CIN,44.0,4.0,753
2017-11-12,MIN_vs_WAS,WAS,MIN,68.0,8.0,1760
2017-11-12,HOU_vs_LA,LA,HOU,40.0,26.0,432
2017-11-12,DAL_vs_ATL,ATL,DAL,34.0,20.0,3627
2017-11-12,NYG_vs_SF,SF,NYG,52.0,10.0,1798
2017-11-12,NE_vs_DEN,DEN,NE,57.0,25.0,4561
2017-11-13,MIA_vs_CAR,CAR,MIA,66.0,24.0,2129
2017-11-16,TEN_vs_PIT,PIT,TEN,57.0,23.0,4528
2017-11-19,DET_vs_CHI,CHI,DET,51.0,3.0,1037
2017-11-19,JAX_vs_CLE,CLE,JAX,26.0,12.0,646
2017-11-19,BAL_vs_GB,GB,BAL,23.0,23.0,1221
2017-11-19,ARI_vs_HOU,HOU,ARI,52.0,10.0,55
2017-11-19,TB_vs_MIA,MIA,TB,50.0,10.0,533
2017-11-19,LA_vs_MIN,MIN,LA,31.0,17.0,302
2017-11-19,WAS_vs_NO,NO,WAS,65.0,3.0,4433
2017-11-19,KC_vs_NYG,NYG,KC,21.0,3.0,1199
2017-11-19,BUF_vs_LAC,LAC,BUF,78.0,30.0,1708
2017-11-19,CIN_vs_DEN,DEN,CIN,37.0,3.0,1181
2017-11-19,NE_vs_OAK,OAK,NE,41.0,25.0,2767
2017-11-19,PHI_vs_DAL,DAL,PHI,46.0,28.0,6132
2017-11-20,ATL_vs_SEA,SEA,ATL,65.0,3.0,4044
2017-11-23,MIN_vs_DET,DET,MIN,53.0,7.0,2681
2017-11-23,LAC_vs_DAL,DAL,LAC,34.0,22.0,5295
2017-11-23,NYG_vs_WAS,WAS,NYG,30.0,10.0,3880
2017-11-26,TB_vs_ATL,ATL,TB,54.0,14.0,693
2017-11-26,CLE_vs_CIN,CIN,CLE,46.0,14.0,678
2017-11-26,TEN_vs_IND,IND,TEN,36.0,4.0,511
2017-11-26,BUF_vs_KC,KC,BUF,26.0,6.0,1148
2017-11-26,MIA_vs_NE,NE,MIA,52.0,18.0,1713
2017-11-26,CAR_vs_NYJ,NYJ,CAR,62.0,8.0,981
2017-11-26,CHI_vs_PHI,PHI,CHI,34.0,28.0,1369
2017-11-26,SEA_vs_SF,SF,SEA,37.0,11.0,1944
2017-11-26,JAX_vs_ARI,ARI,JAX,51.0,3.0,239
2017-11-26,NO_vs_LA,LA,NO,46.0,6.0,1316
2017-11-26,DEN_vs_OAK,OAK,DEN,35.0,7.0,2862
2017-11-26,GB_vs_PIT,PIT,GB,59.0,3.0,4710
2017-11-27,HOU_vs_BAL,BAL,HOU,39.0,7.0,1106
2017-11-30,WAS_vs_DAL,DAL,WAS,52.0,24.0,5473
2017-12-03,MIN_vs_ATL,ATL,MIN,23.0,5.0,904
2017-12-03,DET_vs_BAL,BAL,DET,64.0,24.0,379
2017-12-03,NE_vs_BUF,BUF,NE,26.0,20.0,1905
2017-12-03,SF_vs_CHI,CHI,SF,29.0,1.0,1354
2017-12-03,TB_vs_GB,GB,TB,46.0,6.0,2303
2017-12-03,IND_vs_JAX,JAX,IND,40.0,20.0,589
2017-12-03,DEN_vs_MIA,MIA,DEN,44.0,26.0,1026
2017-12-03,KC_vs_NYJ,NYJ,KC,69.0,7.0,1307
2017-12-03,HOU_vs_TEN,TEN,HOU,37.0,11.0,347
2017-12-03,CLE_vs_LAC,LAC,CLE,29.0,9.0,1096
2017-12-03,LA_vs_ARI,ARI,LA,48.0,16.0,29
2017-12-03,CAR_vs_NO,NO,CAR,52.0,10.0,2625
2017-12-03,NYG_vs_OAK,OAK,NYG,41.0,7.0,2414
2017-12-03,PHI_vs_SEA,SEA,PHI,34.0,14.0,4764
2017-12-04,PIT_vs_CIN,CIN,PIT,43.0,3.0,3080
2017-12-07,NO_vs_ATL,ATL,NO,37.0,3.0,4870
2017-12-10,IND_vs_BUF,BUF,IND,20.0,6.0,4332
2017-12-10,MIN_vs_CAR,CAR,MIN,55.0,7.0,969
2017-12-10,CHI_vs_CIN,CIN,CHI,40.0,26.0,1244
2017-12-10,GB_vs_CLE,CLE,GB,48.0,6.0,3163
2017-12-10,SF_vs_HOU,HOU,SF,42.0,10.0,972
2017-12-10,OAK_vs_KC,KC,OAK,41.0,11.0,1422
2017-12-10,DAL_vs_NYG,NYG,DAL,40.0,20.0,5222
2017-12-10,DET_vs_TB,TB,DET,45.0,3.0,697
2017-12-10,TEN_vs_ARI,ARI,TEN,19.0,5.0,51
2017-12-10,NYJ_vs_DEN,DEN,NYJ,23.0,23.0,677
2017-12-10,WAS_vs_LAC,LAC,WAS,43.0,17.0,1200
2017-12-10,SEA_vs_JAX,JAX,SEA,54.0,6.0,2100
2017-12-10,PHI_vs_LA,LA,PHI,78.0,8.0,1678
2017-12-10,BAL_vs_PIT,PIT,BAL,77.0,1.0,2857
2017-12-11,NE_vs_MIA,MIA,NE,47.0,7.0,5123
2017-12-14,DEN_vs_IND,IND,DEN,38.0,12.0,2314
2017-12-16,CHI_vs_DET,DET,CHI,30.0,10.0,1741
2017-12-16,LAC_vs_KC,KC,LAC,43.0,17.0,1949
2017-12-17,MIA_vs_BUF,BUF,MIA,40.0,8.0,1142
2017-12-17,GB_vs_CAR,CAR,GB,55.0,7.0,4360
2017-12-17,BAL_vs_CLE,CLE,BAL,37.0,17.0,445
2017-12-17,HOU_vs_JAX,JAX,HOU,52.0,38.0,788
2017-12-17,CIN_vs_MIN,MIN,CIN,41.0,27.0,516
2017-12-17,NYJ_vs_NO,NO,NYJ,50.0,12.0,1843
2017-12-17,PHI_vs_NYG,NYG,PHI,63.0,5.0,1806
2017-12-17,ARI_vs_WAS,WAS,ARI,35.0,5.0,74
2017-12-17,LA_vs_SEA,SEA,LA,49.0,35.0,1251
2017-12-17,NE_vs_PIT,PIT,NE,51.0,3.0,13608
2017-12-17,TEN_vs_SF,SF,TEN,48.0,2.0,936
2017-12-17,DAL_vs_OAK,OAK,DAL,37.0,3.0,9799
2017-12-18,ATL_vs_TB,TB,ATL,45.0,3.0,2245
2017-12-23,IND_vs_BAL,BAL,IND,39.0,7.0,1038
2017-12-23,MIN_vs_GB,GB,MIN,16.0,16.0,2610
2017-12-24,TB_vs_CAR,CAR,TB,41.0,3.0,681
2017-12-24,CLE_vs_CHI,CHI,CLE,23.0,17.0,1156
2017-12-24,DET_vs_CIN,CIN,DET,43.0,9.0,673
2017-12-24,MIA_vs_KC,KC,MIA,42.0,16.0,608
2017-12-24,BUF_vs_NE,NE,BUF,53.0,21.0,3096
2017-12-24,ATL_vs_NO,NO,ATL,36.0,10.0,4343
2017-12-24,LAC_vs_NYJ,NYJ,LAC,21.0,7.0,1001
2017-12-24,LA_vs_TEN,TEN,LA,50.0,4.0,605
2017-12-24,DEN_vs_WAS,WAS,DEN,38.0,16.0,713
2017-12-24,JAX_vs_SF,SF,JAX,77.0,11.0,2654
2017-12-24,NYG_vs_ARI,ARI,NYG,23.0,23.0,46
2017-12-24,SEA_vs_DAL,DAL,SEA,33.0,9.0,6417
2017-12-25,PIT_vs_HOU,HOU,PIT,40.0,28.0,3328
2017-12-25,OAK_vs_PHI,PHI,OAK,29.0,9.0,3097
2017-12-31,GB_vs_DET,DET,GB,46.0,24.0,1050
2017-12-31,HOU_vs_IND,IND,HOU,35.0,9.0,372
2017-12-31,CHI_vs_MIN,MIN,CHI,33.0,13.0,627
2017-12-31,NYJ_vs_NE,NE,NYJ,32.0,20.0,1416
2017-12-31,WAS_vs_NYG,NYG,WAS,28.0,8.0,757
2017-12-31,DAL_vs_PHI,PHI,DAL,6.0,6.0,2121
2017-12-31,CLE_vs_PIT,PIT,CLE,52.0,4.0,1133
2017-12-31,CAR_vs_ATL,ATL,CAR,32.0,12.0,1429
2017-12-31,CIN_vs_BAL,BAL,CIN,58.0,4.0,1031
2017-12-31,KC_vs_DEN,DEN,KC,51.0,3.0,640
2017-12-31,SF_vs_LA,LA,SF,47.0,21.0,746
2017-12-31,OAK_vs_LAC,LAC,OAK,40.0,20.0,1464
2017-12-31,BUF_vs_MIA,MIA,BUF,38.0,6.0,1308
2017-12-31,ARI_vs_SEA,SEA,ARI,50.0,2.0,192
2017-12-31,NO_vs_TB,TB,NO,55.0,7.0,1619
2017-12-31,JAX_vs_TEN,TEN,JAX,25.0,5.0,628
